Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login
2009-1-21 11:36,Product1,1200,Visa,nicole,Oslo,Oslo,Norway,2008-12-23 12:02,2009-1-21 13:47
2009-1-21 14:06,Product1,1200,Visa,Sean,Wantagh,NY,United States,2009-1-21 12:00,2009-1-21 14:06
2009-1-2 2:28,Product1,1200,Mastercard,Morgan,Coomera,Queensland,Australia,2008-5-3 4:14,2009-1-21 16:37
2009-1-19 19:07,Product1,1200,Diners,Harriet,Fort Oglethorpe             ,GA,United States,2009-1-19 16:52,2009-1-21 17:02
2009-1-18 6:27,Product1,1200,Mastercard,Janine,Corbin City                 ,NJ,United States,2005-10-27 19:22,2009-1-21 17:10
2009-1-20 11:58,Product1,1200,Mastercard,Debora,Lakeside                    ,CA,United States,2008-11-1 23:14,2009-1-21 17:25
2009-1-20 16:32,Product1,1200,Visa,Vishpala,Margate                     ,FL,United States,2008-1-2 9:52,2009-1-21 19:05
2009-1-1 7:09,Product1,1200,Amex,Emer,South Palm Beach            ,FL,United States,2005-2-28 5:40,2009-1-21 19:14
2009-1-21 14:55,Product1,1200,Diners,john,New York                    ,NY,United States,2009-1-21 10:23,2009-1-21 20:34
2009-1-7 22:29,Product1,1200,Mastercard,lailani,Anchorage                   ,AK,United States,2009-1-7 13:23,2009-1-21 22:30
2009-1-11 22:22,Product2,3600,Visa,STEPHANIE,Mona Vale,New South Wales,Australia,2008-12-30 17:48,2009-1-21 22:33
2009-1-21 14:25,Product1,1200,Visa,Tricia,Castricum,Noord-Holland,Netherlands,2007-12-28 15:28,2009-1-22 0:38
2009-1-18 16:50,Product1,1200,Visa,Celina,North Brunswick             ,NJ,United States,2009-1-18 16:25,2009-1-22 1:17
2009-1-21 12:08,Product2,3600,Visa,Rosemary,Jacksonville                ,FL,United States,2009-1-21 11:39,2009-1-22 6:13
2009-1-22 6:41,Product1,1200,Visa,Patrick,Baytown                     ,TX,United States,2009-1-22 4:32,2009-1-22 6:54
2009-1-12 9:23,Product1,1200,Mastercard,Jacob,Winter Haven                ,FL,United States,2009-1-10 14:55,2009-1-22 7:59
2009-1-22 8:23,Product1,1200,Visa,elisabeth,Gonzaga Univ                ,WA,United States,2009-1-22 7:55,2009-1-22 8:14
2009-1-3 6:41,Product2,3600,Visa,ayelet,Malmo,Skane,Sweden,2008-8-7 9:24,2009-1-22 11:24
2009-1-1 12:20,Product2,3600,Visa,seemab,San Pawl tat-Targa, ,Malta,2005-9-17 3:32,2009-1-22 12:00
2009-1-4 22:00,Product2,3600,Amex,Lucien,Wiesbaden,Hessen,Germany,2009-1-4 11:32,2009-1-22 12:21
2009-1-21 2:15,Product1,1200,Visa,Kevin ,London,England,United Kingdom,2009-1-8 2:50,2009-1-22 13:46
2009-1-1 14:22,Product1,1200,Mastercard,Liban,Stavanger,Rogaland,Norway,2008-6-19 10:48,2009-1-22 14:38
2009-1-16 1:07,Product2,3600,Diners,Lesley,Cork,Cork,Ireland,2009-1-14 4:10,2009-1-22 15:06
2009-1-20 8:51,Product1,1200,Visa,Marie,Winchester                  ,MA,United States,2008-7-23 14:59,2009-1-22 18:08
2009-1-4 9:02,Product1,1200,Visa,Charlene,Calgary,Alberta,Canada,2008-12-13 19:20,2009-1-22 19:27
2009-1-6 8:34,Product1,1200,Visa,Orit,Dallas                      ,TX,United States,2009-1-5 15:00,2009-1-22 21:41
2009-1-8 4:16,Product1,1200,Visa,Alan,Malahide,Dublin,Ireland,2006-4-18 13:26,2009-1-23 2:21
2009-1-23 3:33,Product2,3600,Mastercard,Anja Langer,Saint Paul                  ,MN,United States,2009-1-23 3:00,2009-1-23 3:00
2009-1-6 4:18,Product1,1200,Visa,Lina,Edinburgh,Scotland,United Kingdom,2009-1-6 3:38,2009-1-23 3:22
2009-1-23 3:30,Product1,1200,Amex,Larry,Naarden,Noord-Holland,Netherlands,2009-1-23 3:27,2009-1-23 3:40
2009-1-10 4:04,Product1,1200,Visa,Jessica,Oldenburg,Lower Saxony,Germany,2008-12-20 8:41,2009-1-23 5:28
2009-1-5 2:57,Product3,7500,Visa,Marion,Rennes,Brittany,France,2008-12-29 3:16,2009-1-23 7:29
2009-1-21 14:15,Product1,1200,Amex,Eric,Ely                         ,NV,United States,2009-1-21 13:56,2009-1-23 10:35
2009-1-21 6:39,Product1,1200,Amex,Miriane,Norfolk                     ,VA,United States,2007-7-30 21:10,2009-1-23 12:48
2009-1-19 8:14,Product1,1200,Visa,Jeff,Houston                     ,TX,United States,2009-1-4 12:39,2009-1-23 12:52
2009-1-23 8:00,Product1,1200,Diners,christina,Chepel,Budapest,Hungary,2009-1-22 9:55,2009-1-23 12:59
2009-1-22 23:35,Product1,1200,Mastercard,Shannon,Buffalo Grove               ,IL,United States,2009-1-22 23:23,2009-1-23 22:05
2009-1-14 3:09,Product1,1200,Mastercard,Angela,Newburgh,Scotland,United Kingdom,2007-4-25 5:08,2009-1-24 2:12
2009-1-16 1:51,Product1,1200,Visa,Angela,Vienna,Vienna,Austria,2009-1-16 1:38,2009-1-24 5:39
2009-1-1 6:29,Product1,1200,Mastercard,Elaine,Vicenza,Veneto,Italy,2007-8-3 2:48,2009-1-24 5:51
2009-1-21 7:59,Product1,1200,Visa,Helen,Mechanics Grove             ,PA,United States,2008-4-7 17:15,2009-1-24 6:01
2009-1-23 7:37,Product2,3600,Amex,Fatisha,Miami                       ,FL,United States,2009-1-23 6:32,2009-1-24 6:54
2009-1-18 14:39,Product1,1200,Visa,Nina,Silver Spring               ,MD,United States,2009-1-5 15:43,2009-1-24 7:31
2009-1-24 9:01,Product2,3600,Visa,Barbara,Kirriemuir,Scotland,United Kingdom,2009-1-24 8:02,2009-1-24 8:02
2009-1-15 1:41,Product1,1200,Diners,Karen,Roquefort,Provence-Alpes-Cote d'Azur,France,2009-1-14 4:13,2009-1-24 8:36
2009-1-17 7:23,Product1,1200,Visa,Georgina,Portland                    ,OR,United States,2007-11-28 10:05,2009-1-24 8:54
2009-1-23 11:37,Product1,1200,Diners,Kellie,Staten Island               ,NY,United States,2009-1-23 10:42,2009-1-24 8:59
2009-1-19 15:02,Product1,1200,Mastercard,Terry,San Antonio                 ,TX,United States,2009-1-19 14:43,2009-1-24 10:26
2009-1-11 7:10,Product2,3600,Visa,LAURIE,Guildford,England,United Kingdom,2006-3-7 5:47,2009-1-24 14:54
2009-1-10 3:28,Product1,1200,Visa,frauke,Horten,Vestfold,Norway,2008-11-24 15:50,2009-1-24 15:10
2009-1-7 19:03,Product2,3600,Mastercard,Cindy,Englewood                   ,CO,United States,2007-12-17 19:55,2009-1-24 19:19
2009-1-17 14:02,Product1,1200,Visa,Simone,San Antonio                 ,TX,United States,2005-12-7 19:48,2009-1-24 21:29
2009-1-25 0:09,Product1,1200,Visa,Hilde ,Princeville                 ,HI,United States,2008-6-20 22:08,2009-1-25 0:12
2009-1-9 14:27,Product1,1200,Visa,Leah,Castleknock,Dublin,Ireland,2007-6-14 13:14,2009-1-25 0:57
2009-1-9 14:32,Product1,1200,Visa,Laine,Castleknock,Dublin,Ireland,2007-6-14 13:14,2009-1-25 0:57
2009-1-11 15:59,Product1,1200,Visa,kirsten,Bishops Stortford,England,United Kingdom,2006-1-17 8:51,2009-1-25 3:03
2009-1-6 14:38,Product2,3600,Mastercard,Elizabeth,Den Haag,Zuid-Holland,Netherlands,2007-5-14 12:48,2009-1-25 3:13
2009-1-6 9:52,Product1,1200,Mastercard,Anna,Lafayette                   ,CA,United States,2009-1-3 15:01,2009-1-25 10:19
2009-1-1 9:21,Product1,1200,Diners,Babs,Blackpool,England,United Kingdom,2009-1-1 8:05,2009-1-25 10:52
2009-1-3 7:58,Product1,1200,Mastercard,Gerlinde,Hellerup,Kobenhavn,Denmark,2009-1-2 12:27,2009-1-25 11:13
2009-1-11 11:36,Product1,1200,Mastercard,Hollyn,London,England,United Kingdom,2008-10-14 14:23,2009-1-25 11:16
2009-1-13 14:53,Product1,1200,Visa,leiser,N Java                      ,NY,United States,2009-1-13 13:22,2009-1-25 11:33
2009-1-1 10:06,Product2,3600,Mastercard,Irene,Munich,Bayern,Germany,2009-1-1 9:13,2009-1-25 11:37
2009-1-16 5:07,Product1,1200,Amex,Lisa,Brulon,Pays de la Loire,France,2007-8-6 7:48,2009-1-25 11:42
2009-1-6 16:37,Product1,1200,Visa,Ann,Austin                      ,TX,United States,2008-12-28 12:31,2009-1-25 12:17
2009-1-18 17:21,Product1,1200,Mastercard,Nichol Jane,Midland Park                ,NJ,United States,2009-1-11 20:59,2009-1-25 14:00
2009-1-13 15:18,Product1,1200,Amex,Beatriz,Centerport                  ,NY,United States,2009-1-13 14:46,2009-1-25 14:01
2009-1-24 8:21,Product1,1200,Mastercard,corina,Neustift am Walde,Vienna,Austria,2005-7-19 12:42,2009-1-25 14:22
2009-1-24 8:25,Product1,1200,Mastercard,manon,Neustift am Walde,Vienna,Austria,2005-7-19 12:42,2009-1-25 14:22
2009-1-18 13:06,Product1,1200,Diners,Isabelle,Shorewood                   ,MN,United States,2009-1-18 8:44,2009-1-25 14:49
2009-1-22 18:44,Product1,1200,Visa,Lynne,Southlake                   ,TX,United States,2009-1-22 17:24,2009-1-25 15:02
2009-1-8 8:58,Product1,1200,Mastercard,Doug,Huntington                  ,NY,United States,2009-1-8 8:22,2009-1-25 17:39
2009-1-4 9:54,Product1,1200,Mastercard,AMY,The Woodlands               ,TX,United States,2008-12-30 20:41,2009-1-25 18:23
2009-1-13 20:22,Product1,1200,Visa,Kim,Kelowna,British Columbia,Canada,2008-8-2 14:28,2009-1-25 19:25
2009-1-9 10:22,Product1,1200,Mastercard,HELIDA,White House                 ,TN,United States,2009-1-5 14:49,2009-1-25 19:35
2009-1-5 12:28,Product1,1200,Visa,Cameron,Rungsted,Frederiksborg,Denmark,2009-1-5 12:02,2009-1-25 23:22
2009-1-26 3:43,Product1,1200,Mastercard,Wendy,Lake Mahopac                ,NY,United States,2009-1-26 3:10,2009-1-26 3:10
2009-1-26 3:49,Product2,3600,Mastercard,Jane,Biot,Provence-Alpes-Cote d'Azur,France,2008-3-1 0:00,2009-1-26 3:18
2009-1-11 13:16,Product2,3600,Visa,shelby,Plantation                  ,FL,United States,2009-1-11 12:20,2009-1-26 3:42
2009-1-22 15:32,Product1,1200,Mastercard,Tara,Killiney,Dublin,Ireland,2007-2-27 11:35,2009-1-26 4:32
2009-1-9 14:25,Product1,1200,Amex,James,Guer,Brittany,France,2008-4-7 0:00,2009-1-26 5:32
2009-1-21 11:28,Product1,800,Amex,Heloise ,Arlington                   ,VA,United States,2005-9-25 20:26,2009-1-26 6:23
2009-1-1 14:19,Product1,1200,Mastercard,Gabriel,Three Hills,Alberta,Canada,2008-5-21 11:39,2009-1-26 7:17
2009-1-26 4:30,Product1,1200,Visa,Jodie ,Great Falls,Virginia,United States,2009-1-26 0:00,2009-1-26 7:48
2009-1-7 4:45,Product1,1200,Amex,Jeremy,London,England,United Kingdom,2009-1-7 4:30,2009-1-26 8:01
2009-1-11 12:12,Product1,1200,Visa,Helga,Clontarf,Dublin,Ireland,2005-11-30 12:50,2009-1-26 10:00
2009-1-26 10:24,Product1,1200,Visa,Eleanor,Vancouver,British Columbia,Canada,2008-12-1 18:30,2009-1-26 10:12
2009-1-26 8:58,Product1,1200,Diners,Miss,London,England,United Kingdom,2009-1-26 8:46,2009-1-26 11:14
2009-1-7 17:51,Product1,1200,Visa,Marie,Dickerson                   ,MD,United States,2006-1-13 9:38,2009-1-26 11:35
2009-1-18 20:16,Product1,1200,Mastercard,Lisa,Princeton                   ,NJ,United States,2009-1-18 19:47,2009-1-26 13:07
2009-1-13 9:51,Product1,1200,Mastercard,Priska,Calgary,Alberta,Canada,2009-1-4 23:43,2009-1-26 17:24
2009-1-24 18:43,Product1,1200,Visa,Katrine,North Tustin                ,CA,United States,2009-1-11 13:33,2009-1-26 21:29
2009-1-5 0:46,Product1,1200,Amex,Lisa,Gurgaon,Haryana,India,2009-1-2 3:03,2009-1-27 0:17
2009-1-9 1:12,Product1,1200,Visa,Sabrina,Rambouillet,Ile-de-France,France,2008-6-18 6:35,2009-1-27 2:56
2009-1-26 6:25,Product1,1200,Visa,prof,Gladwyne                    ,PA,United States,2009-1-19 6:38,2009-1-27 3:58
2009-1-21 16:57,Product1,1200,Mastercard,KeithMichelle,Houston                     ,TX,United States,2009-1-21 16:37,2009-1-27 4:43
2009-1-5 5:33,Product1,1200,Mastercard,Kim,London,England,United Kingdom,2005-12-8 13:22,2009-1-27 4:49
2009-1-27 5:10,Product1,1200,Visa,anissa,Slough,England,United Kingdom,2009-1-15 10:07,2009-1-27 4:51
2009-1-7 8:00,Product1,1200,Mastercard,john,Glan-Munchweiler,Rhineland-Palatinate,Germany,2005-5-26 7:00,2009-1-27 6:30
2009-1-20 7:08,Product2,3600,Visa,Miye,Downingtown                 ,PA,United States,2009-1-19 8:06,2009-1-27 6:38
2009-1-27 2:26,Product1,1200,Diners,Heidi,MT Pleasant                 ,TX,United States,2009-1-27 2:16,2009-1-27 6:41
2009-1-5 6:14,Product1,1200,Mastercard,T,Veigy-Foncenex,Rhone-Alpes,France,2009-1-5 4:52,2009-1-27 7:01
2009-1-13 8:11,Product2,3600,Visa,Daniele,Katy                        ,TX,United States,2008-5-27 11:01,2009-1-27 7:49
2009-1-10 9:18,Product1,1200,Diners,luisa,Gorey, ,Jersey,2006-5-9 10:43,2009-1-27 7:51
2009-1-8 18:52,Product1,1200,Visa,Nadine,Belgrade                    ,MT,United States,2009-1-7 15:30,2009-1-27 9:40
2009-1-12 10:06,Product1,1200,Mastercard,Tina,Calgary,Alberta,Canada,2009-1-10 14:15,2009-1-27 14:26
2009-1-1 19:25,Product1,1200,Diners,Damali,Toronto,Ontario,Canada,2008-1-8 20:41,2009-1-27 14:59
2009-1-27 15:28,Product1,1200,Visa,Katherine,Corrales                    ,NM,United States,2009-1-17 17:52,2009-1-27 15:17
2009-1-2 18:43,Product1,1200,Visa,Kathryn,Cork,Cork,Ireland,2008-12-22 15:39,2009-1-27 15:43
2009-1-8 18:41,Product1,1200,Diners,Veronique,Tenafly                     ,NJ,United States,2007-12-9 17:59,2009-1-27 18:12
2009-1-4 18:34,Product1,1200,Visa,Erica,Leesburg                    ,VA,United States,2009-1-4 16:53,2009-1-27 18:37
2009-1-25 8:32,Product1,1200,Visa,L,Alcona,Ontario,Canada,2007-9-17 17:41,2009-1-27 19:53
2009-1-23 22:19,Product1,1200,Mastercard,Diana,Kuala Lumpur,Kuala Lumpur,Malaysia,2009-1-23 22:10,2009-1-27 19:54
2009-1-7 10:03,Product1,1200,Mastercard,Emma,Sydney,New South Wales,Australia,2008-12-1 6:09,2009-1-27 20:18
2009-1-18 3:46,Product1,1200,Visa,Marina,Nerang,Queensland,Australia,2009-1-18 0:54,2009-1-27 23:52
2009-1-28 0:40,Product1,1200,Mastercard,Natalie ,Bryceville                  ,FL,United States,2009-1-27 22:04,2009-1-28 0:01
2009-1-2 15:18,Product1,1200,Diners,Brenda,Saffron Walden,England,United Kingdom,2004-9-1 2:08,2009-1-28 1:26
2009-1-18 13:59,Product1,1200,Diners,Nita,Sutton,Dublin,Ireland,2005-12-1 19:57,2009-1-28 4:07
2009-1-16 9:54,Product1,1200,Mastercard,Marian,Durban,KwaZulu-Natal,South Africa,2008-8-3 18:20,2009-1-28 6:26
2009-1-28 7:07,Product1,1200,Visa,Kevin,Berkeswell,England,United Kingdom,2009-1-28 6:57,2009-1-28 7:18
2009-1-28 7:31,Product1,1200,Visa,cari,Dryden                      ,VA,United States,2009-1-28 7:22,2009-1-28 7:34
2009-1-18 12:32,Product1,1200,Visa,Cassandra,Santry,Dublin,Ireland,2008-12-14 14:26,2009-1-28 7:41
2009-1-13 14:05,Product1,1200,Amex,Christof and Heidi,Barcelona,Catalonia,Spain,2009-1-9 7:54,2009-1-28 7:45
2009-1-28 7:49,Product1,1200,Visa,Ina,Fayetteville                ,NC,United States,2009-1-28 7:45,2009-1-28 7:47
2009-1-28 3:07,Product1,1200,Visa,Lisa,Anse Comeau,Quebec,Canada,2009-1-26 11:47,2009-1-28 8:08
2009-1-12 15:16,Product1,1200,Visa,Camille and Carmen,Thorlakshofn, ,Iceland,2009-1-12 11:41,2009-1-28 8:44
2009-1-6 11:17,Product2,3600,Visa,Trina,Overland                    ,KS,United States,2008-2-21 8:53,2009-1-28 9:23
2009-1-23 9:49,Product1,1200,Visa,Ginger,King City,Ontario,Canada,2009-1-23 8:18,2009-1-28 9:43
2009-1-24 4:01,Product1,1200,Visa,breon,Leighton Buzzard,England,United Kingdom,2006-1-7 10:56,2009-1-28 10:12
2009-1-25 18:21,Product1,1200,Visa,Marion,Umea,Vasterbotten,Sweden,2009-1-25 16:35,2009-1-28 10:19
2009-1-15 10:51,Product1,1200,Mastercard,Pia ,Sola,Rogaland,Norway,2009-1-11 8:54,2009-1-28 10:39
2009-1-2 5:14,Product1,1200,Visa,Dr. Donald,Stockton-on-Tees,England,United Kingdom,2005-1-1 6:03,2009-1-28 11:07
2009-1-9 10:35,Product2,3600,Visa,Jenna and Paul,Senatobia                   ,MS,United States,2009-1-8 14:02,2009-1-28 11:08
2009-1-4 10:16,Product1,1200,Mastercard,Rebecca,Berlin,Berlin,Germany,2008-12-28 10:50,2009-1-28 11:09
2009-1-2 12:16,Product1,1200,Mastercard,Monique,Waldorf                     ,MD,United States,2008-12-11 6:16,2009-1-28 12:07
2009-1-28 12:31,Product1,1200,Diners,lilia ,Brooklyn                    ,NY,United States,2009-1-28 12:21,2009-1-28 12:30
2009-1-14 12:07,Product1,1200,Mastercard,Lainey,Lakeville                   ,MN,United States,2009-1-13 22:28,2009-1-28 12:37
2009-1-16 7:20,Product2,3600,Mastercard,Jag,Saint-Cergues,Rhone-Alpes,France,2009-1-15 4:53,2009-1-28 12:43
2009-1-6 9:55,Product1,1200,Mastercard,Charlene ,Vancouver,British Columbia,Canada,2008-10-7 14:55,2009-1-28 13:17
2009-1-7 12:55,Product1,1200,Amex,Fiona,Stamford                    ,CT,United States,2009-1-5 6:26,2009-1-28 13:24
2009-1-19 12:14,Product1,1200,Mastercard,burt,Rathfarnham,Dublin,Ireland,2008-5-10 7:07,2009-1-28 13:28
2009-1-13 15:19,Product2,3600,Visa,Maggie,Paris,Ile-de-France,France,2007-6-27 4:41,2009-1-28 14:11
2009-1-18 8:56,Product1,1200,Mastercard,Stanford,Howell                      ,MI,United States,2008-1-30 13:16,2009-1-28 14:37
2009-1-4 17:54,Product1,1200,Amex,ruth,Encinitas                   ,CA,United States,2009-1-1 10:12,2009-1-28 15:13
2009-1-5 13:46,Product1,1200,Visa,Courtney,Atchison                    ,KS,United States,2008-11-11 14:19,2009-1-28 17:10
2009-1-5 10:49,Product2,3600,Amex,Courtney,Mililani                    ,HI,United States,2007-8-23 0:00,2009-1-28 18:13
2009-1-12 18:24,Product1,1200,Diners,Anthony,Victor                      ,NY,United States,2008-12-18 7:14,2009-1-28 18:19
2009-1-18 4:01,Product1,1200,Visa,Eleanor,Fairbanks                   ,AK,United States,2009-1-6 0:18,2009-1-28 23:56
2009-1-16 10:58,Product1,1200,Visa,GAIA,Soro,Vestsjalland,Denmark,2007-7-27 7:22,2009-1-29 3:16
2009-1-13 8:20,Product1,1200,Mastercard,Zane,Warlingham,England,United Kingdom,2005-3-4 5:51,2009-1-29 3:25
2009-1-12 1:42,Product1,1200,Mastercard,Beate,Hamburg,Hamburg,Germany,2009-1-7 7:56,2009-1-29 4:33
2009-1-28 13:07,Product1,1200,Amex,BALA,Accokeek                    ,MD,United States,2007-11-29 5:56,2009-1-29 4:40
2009-1-29 5:43,Product1,1200,Visa,Mrs,Sunnyvale                   ,CA,United States,2009-1-29 5:18,2009-1-29 5:18
2009-1-29 5:30,Product1,1200,Diners,Vanessa,Ithaca                      ,NY,United States,2009-1-29 4:49,2009-1-29 6:56
2009-1-13 18:08,Product1,1200,Amex,Amanda,Houston                     ,TX,United States,2009-1-13 17:02,2009-1-29 7:34
2009-1-9 15:24,Product1,1200,Mastercard,alex ,Farmingtn Hls               ,MI,United States,2009-1-9 13:59,2009-1-29 8:05
2009-1-23 15:33,Product1,1200,Mastercard,T,Brooklyn                    ,NY,United States,2009-1-23 14:18,2009-1-29 11:02
2009-1-29 12:28,Product1,1200,Mastercard,Alva and Martin,Great Falls                 ,VA,United States,2007-5-21 14:57,2009-1-29 12:31
2009-1-13 11:31,Product1,1200,Visa,Anett,Gosport,England,United Kingdom,2009-1-9 11:30,2009-1-29 12:48
2009-1-29 10:09,Product2,3600,Mastercard,Jacqui,Scottsdale                  ,AZ,United States,2009-1-29 9:59,2009-1-29 12:58
2009-1-29 15:08,Product1,1200,Visa,KERRY,Sunnyvale                   ,CA,United States,2009-1-29 14:04,2009-1-29 14:04
2009-1-4 5:12,Product1,1200,Visa,DeeDee,Songnae-dong,Soul-t'ukpyolsi,South Korea,2008-12-30 8:40,2009-1-29 16:41
2009-1-22 22:16,Product2,3600,Mastercard,leanne,Clyde Hill                  ,WA,United States,2009-1-17 23:28,2009-1-29 16:51
2009-1-5 19:26,Product1,1200,Visa,katie,Ruschlikon,Zurich,Switzerland,2009-1-5 19:14,2009-1-30 1:06
2009-1-11 12:22,Product1,1200,Visa,Marina,Minneapolis                 ,MN,United States,2009-1-11 7:18,2009-1-30 2:10
2009-1-2 9:31,Product1,1200,Visa,camilla,Chicago                     ,IL,United States,2009-1-2 9:09,2009-1-30 5:35
2009-1-5 11:21,Product1,1200,Visa,pirunkit,Petworth,England,United Kingdom,2009-1-5 5:46,2009-1-30 5:54
2009-1-17 9:49,Product1,1200,Diners,Kathrin,Abu Dhabi,Abu Zaby,United Arab Emirates,2008-2-27 20:02,2009-1-30 8:45
2009-1-28 1:38,Product1,1200,Mastercard,Kate,Stockholm,Stockholm,Sweden,2007-4-16 12:58,2009-1-30 9:18
2009-1-19 10:32,Product1,1200,Mastercard,Maie,Queen Creek                 ,AZ,United States,2009-1-6 17:57,2009-1-30 10:41
2009-1-26 12:05,Product1,1250,Mastercard,verena,Queen Creek                 ,AZ,United States,2009-1-6 17:57,2009-1-30 10:41
2009-1-7 18:53,Product1,1200,Visa,Marie-Christine,Durham                      ,NC,United States,2008-12-29 9:59,2009-1-30 10:46
2009-1-26 11:38,Product1,1200,Mastercard,Gabriella,Austin                      ,TX,United States,2009-1-26 7:16,2009-1-30 13:15
2009-1-8 13:19,Product1,1200,Mastercard,valerie et nicolas,Glenn Dale                  ,MD,United States,2009-1-8 5:31,2009-1-30 17:40
2009-1-11 14:56,Product1,1200,Visa,Nicole,Aardal,Sogn og Fjordane,Norway,2009-1-5 5:51,2009-1-31 4:21
2009-1-30 20:36,Product1,1200,Visa,Renee,Edinburg                    ,TX,United States,2009-1-30 20:05,2009-1-31 4:47
2009-1-1 8:09,Product1,1200,Mastercard,Nicole,South Melbourne,Victoria,Australia,2008-12-30 0:55,2009-1-31 5:40
2009-1-17 11:09,Product1,1200,Mastercard,Joachim,Fortaleza,Ceara,Brazil,2009-1-17 10:46,2009-1-31 6:42
2009-1-31 7:22,Product1,1200,Visa,Monica ,Weston                      ,CT,United States,2008-2-29 17:34,2009-1-31 6:43
2009-1-31 9:12,Product1,1200,Visa,Nanci,Reading,England,United Kingdom,2008-8-28 10:22,2009-1-31 9:08
2009-1-31 8:56,Product1,1200,Mastercard,Laura,Coconut Grove               ,FL,United States,2009-1-31 8:03,2009-1-31 9:22
2009-1-31 9:00,Product1,1200,Visa,ciara and mike,London,England,United Kingdom,2009-1-31 8:32,2009-1-31 10:07
2009-1-11 14:07,Product1,1200,Visa,Sarah,San Francisco               ,CA,United States,2009-1-11 13:08,2009-1-31 10:20
2009-1-1 12:25,Product2,3600,Mastercard,Anne-line,Zug,Zug,Switzerland,2005-3-29 23:14,2009-1-31 10:58
2009-1-31 11:14,Product2,3600,Mastercard,Ulrika,Scottsdale                  ,AZ,United States,2009-1-31 11:10,2009-1-31 11:10
2009-1-2 9:57,Product1,1200,Amex,leigh,Potomac Falls               ,VA,United States,2005-2-20 17:20,2009-1-31 11:24
2009-1-4 13:20,Product1,1200,Mastercard,Nuria,Superior                    ,CO,United States,2009-1-4 12:08,2009-1-31 13:17
2009-1-22 12:32,Product1,1200,Mastercard,Tejal,London,England,United Kingdom,2008-1-2 9:51,2009-1-31 14:43
2009-1-18 6:09,Product1,1200,Mastercard,Ignacio,Engleside                   ,VA,United States,2007-5-21 18:56,2009-1-31 15:33
2009-1-8 0:04,Product1,1200,Visa,ZOE,New Plymouth City,Taranaki,New Zealand,2009-1-7 23:34,2009-1-31 17:47
2009-1-24 7:14,Product1,1200,Mastercard,nihan,Roanoke                     ,VA,United States,2008-3-2 7:35,2009-1-31 19:18
2009-1-24 11:05,Product1,1200,Visa,alan,Norcross                    ,GA,United States,2007-7-30 15:16,2009-1-31 19:31
2009-1-6 15:12,Product1,1200,Amex,lydia,Sandy Plains                ,GA,United States,2006-9-23 8:42,2009-1-31 20:48
2009-1-24 17:06,Product1,1200,Visa,Tracey,Saint Catharines,Ontario,Canada,2009-1-24 15:51,2009-1-31 21:10
2009-1-3 9:58,Product1,1200,Visa,Anja,Gainesville                 ,VA,United States,2008-10-19 8:27,2009-1-31 22:19
2009-1-9 16:35,Product1,1200,Diners,Jennifer,Nordstrand,Oslo,Norway,2005-12-29 9:26,2009-2-1 4:18
2009-1-12 14:50,Product1,1200,Visa,Holly,Arlington                   ,MA,United States,2009-1-12 9:54,2009-2-1 7:36
2009-1-7 13:49,Product1,1200,Diners,megan,West Hills                  ,CA,United States,2009-1-7 12:36,2009-2-1 8:20
2009-1-9 19:41,Product1,1200,Mastercard,Tarah,San Jose                    ,CA,United States,2009-1-5 18:02,2009-2-1 9:18
2009-1-26 4:53,Product1,1200,Visa,Gerardo,London,England,United Kingdom,2009-1-26 4:12,2009-2-1 9:48
2009-1-23 21:41,Product1,1200,Visa,Joanne,Oak Park                    ,MI,United States,2008-12-26 11:00,2009-2-1 9:51
2009-1-6 16:07,Product1,1200,Visa,Margaret,Terrell Hills               ,TX,United States,2008-12-21 12:21,2009-2-1 10:06
2009-1-10 7:55,Product1,1200,Visa,Laura,Jumeira,Dubayy,United Arab Emirates,2009-1-7 9:47,2009-2-1 10:18
2009-1-28 20:44,Product1,1200,Visa,Whitney,Falmouth                    ,VA,United States,2009-1-28 19:36,2009-2-1 11:33
2009-1-9 3:38,Product1,1200,Visa,Ravinder,Lurgan,Northern Ireland,United Kingdom,2008-6-3 4:22,2009-2-1 11:53
2009-1-19 8:52,Product1,1200,Visa,Pam,Richmond                    ,TX,United States,2009-1-6 15:24,2009-2-1 11:53
2009-1-15 7:26,Product1,1200,Mastercard,Celina,Den Haag,Zuid-Holland,Netherlands,2009-1-14 0:00,2009-2-1 13:17
2009-1-30 19:12,Product1,1200,Diners,Heather,Ooltewah                    ,TN,United States,2009-1-30 18:54,2009-2-1 13:51
2009-1-5 12:41,Product1,1200,Mastercard,Kathryn,Pacific Beach               ,CA,United States,2009-1-5 11:50,2009-2-1 14:28
2009-1-28 20:59,Product1,1200,Visa,Michele ,Austin                      ,TX,United States,2009-1-28 9:40,2009-2-1 15:00
2009-1-10 21:36,Product1,1200,Visa,Craig,Seattle                     ,WA,United States,2008-8-10 16:47,2009-2-1 15:27
2009-1-25 19:59,Product1,1200,Visa,Kim,Seattle                     ,WA,United States,2008-8-13 18:27,2009-2-1 16:04
2009-1-7 8:03,Product1,1200,Amex,maria,Ottawa,Ontario,Canada,2005-4-17 22:28,2009-2-1 18:52
2009-1-21 9:07,Product1,1200,Visa,Elaine,Vienna                      ,VA,United States,2008-4-2 9:59,2009-2-1 21:07
